wl,n
2997924.58,8.18873885102602
2725385.98181818,7.88477331308363
2498270.48333333,7.61719525558146
2306095.83076923,7.37912022124206
2141374.7,7.16537481419072
1998616.38666667,6.97198370705183
1873702.8625,6.79583339990982
1763485.04705882,6.63444487022372
1665513.65555556,6.48581567737985
1577855.04210526,6.34830771737596
1498962.29,6.22056577821284
1427583.13333333,6.10145736214395
1362692.99090909,5.99002749602718
1303445.46956522,5.88546430008147
1249135.24166667,5.78707240733356
1199169.832,5.69425219797287
1153047.91538462,5.60648339950256
1110342.43703704,5.52331200551177
1070687.35,5.44433974584446
1033767.09655172,5.36921553889213
999308.193333333,5.29762849866357
967072.44516129,5.2293021723526
936851.43125,5.16398975986379
908461.993939394,5.10147012302908
881742.523529412,5.04154443448622
856549.88,4.98403334819882
832756.827777778,4.92877459807126
810249.886486487,4.87562094998091
788927.521052632,4.82443844721406
768698.61025641,4.77510490077063
749481.145,4.727508585053
731201.117073171,4.68154710663503
713791.566666667,4.63712641954171
697191.762790698,4.59415996507557
681346.495454545,4.55256791794633
666205.462222222,4.51227652348082
651722.734782609,4.47321751315614
637856.293617021,4.43532758772052
624567.620833333,4.39854795883241
611821.342857143,4.36282394152646
599584.916,4.3281045909607
587828.349019608,4.29434237785442
576523.957692308,4.26149289782687
565646.147169811,4.22951461051949
555171.218518518,4.19836860495162
545077.196363636,4.16801838804027
535343.675,4.13842969362218
525951.680701754,4.10957030966385
516883.548275862,4.08140992164204
508122.810169492,4.05391997033172
499654.096666667,4.02707352245682
491463.045901639,4.00084515284764
483536.222580645,3.97521083691117
475861.044444444,3.95014785236187
468425.715625,3.9256346892823
461219.166153846,3.9016509676898
454230.996969697,3.87817736187785
447451.429850746,3.85519553088226
440871.261764706,3.83268805449312
434481.823188406,3.81063837429583
428274.94,3.78903073927955
422242.898591549,3.76785015559955
416378.413888889,3.74708234012275
410674.6,3.72671367742332
405124.943243243,3.70673117992894
399723.277333333,3.68712245094755
394463.760526316,3.66787565033137
389340.854545455,3.64897946255779
384349.305128205,3.63042306702848
379484.124050633,3.61219611040596
374740.5725,3.59428868082428
370114.145679012,3.57669128382512
365600.558536585,3.55939481988415
361195.73253012,3.54239056340452
356895.783333333,3.52567014306555
352697.009411765,3.50922552342391
348595.881395349,3.49304898767399
344589.032183908,3.47713312148185
340673.247727273,3.46147079781434
336845.458426966,3.44605516269169
333102.731111111,3.43087962179761
329442.261538462,3.41593782788647
325861.367391304,3.40122366893187
322357.48172043,3.38673125696546
318928.146808511,3.37245491755887
315571.008421053,3.35838917990525
312283.810416667,3.34452876746043
309064.389690722,3.33086858910647
305910.671428571,3.31740373080367
302820.664646465,3.30412944769906
299792.458,3.29104115666233
296824.215841584,3.27813442922186
293914.174509804,3.26540498487583
291060.638834951,3.25284868475481
288261.978846154,3.24046152561447
285516.626666667,3.22823963413789
282823.073584906,3.21617926152898
280179.86728972,3.20427677837943
277585.609259259,3.19252866979294
275038.952293578,3.1809315307517
272538.598181818,3.16948206171076
270083.295495495,3.1581770644074
267671.8375,3.14701343787291
265303.060176991,3.13598817463557
262975.840350877,3.12509835710373
260689.093913043,3.11434115411933
258441.774137931,3.10371381767204
256232.87008547,3.09321367976557
254061.405084746,3.08283814942762
251926.435294118,3.07258470985583
249827.048333333,3.0624509156925
247762.361983471,3.05243439042112
245731.52295082,3.04253282387848
243733.705691057,3.03274396987618
241768.111290323,3.02306564392597
239833.9664,3.01349572106354
237930.522222222,3.00403213376579
236057.053543307,2.99467286995688
234212.8578125,2.98541597109847
232397.254263566,2.97625953036019
230609.583076923,2.96720169086615
228849.204580153,2.95824064401398
227115.498484848,2.94937462786268
225407.863157895,2.94060192558611
223725.714925373,2.93192086398892
222068.487407407,2.92332981208194
220435.630882353,2.91482717971422
218826.611678832,2.9064114162592
217240.911594203,2.8980810093522
215678.027338129,2.88983448367727
214137.47,2.88167039980074
212618.764539007,2.87358735304959
211121.449295775,2.86558397243259
209645.075524475,2.85765891960219
208189.206944444,2.84981088785544
206753.419310345,2.84203860117218
205337.3,2.83434081328885
203940.447619048,2.82671630680641
202562.471621622,2.81916389233086
201202.991946309,2.8116824076449
199861.638666667,2.80427071690956
198538.051655629,2.79692770989439
197231.880263158,2.78965230123497
195942.783006536,2.78244342971681
194670.427272727,2.77530005758426
193414.489032258,2.76822116987365
192174.652564103,2.76120577376945
190950.610191083,2.7542528979827
189742.062025316,2.74736159215066
